,Unnamed: 0,file_id,Pop_Rock,Electronic,Country,RnB,Jazz,Latin,International,Rap,Vocal,New Age,Folk,Reggae,Blues,topmagd
17447,17447,79a9e5c8e74fd9227b925c6b4ed7b8cc,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
14109,14109,04fba9bfc79826e9dc9c0e25918c46eb,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
19503,19503,93591eee0a5854c57b8bf157c02b9fb5,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Electronic']"
11962,11962,81ea7b30e9c4030cc8b606aefd18c9bf,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Latin', 'Latin']"
17805,17805,2c49e874ab790ebe3fa1c4bb9b2b3513,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
4979,4979,5c5c1cc363f44ec406aa78033613ad92,1,0,1,0,0,0,0,0,0,0,0,1,0,"['Reggae', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Country', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Country']"
1192,1192,1f5f91329bbc8c07d36643a8b86db0ad,1,0,0,0,1,1,1,0,0,0,0,0,0,"['International', 'Pop_Rock', 'Jazz', 'Latin']"
17000,17000,380b17bb9ac122c5ce26198a965d8366,0,0,0,0,0,1,0,0,0,0,0,0,0,['Latin']
18839,18839,592c9c0700fa5d61422ebc79e4b3d97b,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5947,5947,9eae5c827dff73854bd95ca01cb01879,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
19878,19878,830e1db67a2919f93556982478ecdb28,0,1,0,0,0,0,1,1,0,0,0,0,0,"['Electronic', 'Rap', 'International', 'Electronic']"
12083,12083,8acfd4d85c2d69ede3a244f74978b247,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6754,6754,0586d0a57883b62f1f8c7014a53c7251,1,0,0,0,0,0,0,0,0,1,0,0,0,"['New Age', 'Pop_Rock']"
8492,8492,fc739fea982d31e0674d419c593cb303,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
21089,21089,521c782ec5983c17b6612f9c6d7abae9,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
3048,3048,0689f281711146aef6c9a5e8e4892389,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Pop_Rock']"
14256,14256,137a3649cb77cd7f5e0d8b6f3621d98d,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Pop_Rock', 'Pop_Rock']"
10808,10808,59d947a5e80754f47f3484c6eaeee946,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
11366,11366,e48df4221c4a65b2fa969790796acf52,0,0,0,1,0,0,0,0,0,0,0,0,0,"['RnB', 'RnB', 'RnB', 'RnB']"
16548,16548,897d449eccf70e281f06cfec8df52896,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
14280,14280,1ff2ed4c73927a53dd194fda07b85245,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
20775,20775,34a3085b4da2cdbbc483710fb5657e6b,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
835,835,ba05516237cd64fe6adc24627cd710d5,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
2351,2351,5e0d31abcabbd6936089844639e48ccf,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
8130,8130,57dcec2eb46d4245bdbc1bd947f261b7,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
12154,12154,8927673bba995d9f4dd9c8bdb22ee2a9,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
408,408,9cf673b44840b04c49e042548afb69ed,1,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'RnB', 'Pop_Rock']"
2400,2400,94408b07ccde31303ffc74cfa47dc7f9,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
5592,5592,3c1ec5696c41a0c0b1b58fd2666fe697,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
10386,10386,73f512d8878fac9e521e5653dc320fad,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
3820,3820,5b6858a6d34cc0641ec7df790f601dc6,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
13797,13797,049b749c0bcfbb040599249d5d4dd16e,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
16049,16049,c0d0a26e988d3b6a65dd5ce4c0cc0619,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
1099,1099,7438e58d27aa693dcf3b90159bac68b2,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5832,5832,14bdef979c3d2e9816dff833d9a4be29,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
14852,14852,e0996e21477d46b0ae4d545736cb636b,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
12267,12267,a0c191b274c0462d3867f8f560e4a804,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
18223,18223,f50c2920b9a1b9d357b0acfc3340272b,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
22276,22276,14af003cb0fa91e8e1e4b265f214e4ba,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Country', 'Country']"
4634,4634,9c9b8982a73fac394a5c86fb493e9043,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
13412,13412,10de84b47bf6054822986845e5879ec2,1,0,0,0,0,0,0,0,0,0,0,1,0,"['Pop_Rock', 'Reggae', 'Pop_Rock', 'Pop_Rock']"
21074,21074,7589d24a707713bfe1813744d6998840,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
13246,13246,7318780748836fad5e4cc14eb3e5fb2f,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
22494,22494,3b839c055c0403404af174f59704cab7,0,0,0,0,0,0,0,1,0,0,0,0,0,['Rap']
17470,17470,12bfbdbc8cc945b767fc6971dce50ecc,0,0,0,0,0,1,0,0,0,0,0,0,0,['Latin']
20824,20824,867e981326a1018cd4b79b623831a7f4,0,0,0,0,0,0,0,0,0,1,0,0,0,['New Age']
22510,22510,0c8edac5975e2f474a04e65d870b5581,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
7986,7986,8b9f775b0efb963c100ced29f77b6959,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10899,10899,adcd4e2ca825606d284173dad85c8c66,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
14498,14498,76a1278b52433825640a7ea1e01faaf6,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Electronic']"
10973,10973,424dc699153cfb1802c9b3bca4c0c4b7,1,0,1,0,0,0,0,0,0,1,0,0,0,"['Pop_Rock', 'Country', 'New Age']"
20706,20706,eda6c6a166a879d38495b3604dc16f8d,1,0,0,0,0,0,1,0,0,0,0,1,0,"['Pop_Rock', 'Reggae', 'Pop_Rock', 'International']"
20491,20491,c7357998f09028949d2ad040b2302f0f,1,0,0,0,1,0,0,0,0,0,0,0,0,"['Jazz', 'Pop_Rock', 'Pop_Rock']"
6987,6987,26ffce420fa44a5884a806f498456a1e,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
1132,1132,f697a3ddad0fa4f80fc6054445f0d77c,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
11742,11742,84adf2b2239163633a8a578df07e9cbe,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
10109,10109,a64f2cd765699bd2c1d3f0550759548b,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Electronic']"
22528,22528,93570c54385f145ab01746afa53f3595,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
18471,18471,f968e9383961e1d9d65b2746f9cc0049,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
68,68,f91920ede67331ffca4afe390b087f2a,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
20587,20587,26e592db96e260b9bebdf57e86f6a68a,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
1517,1517,be68dfdcf169497f6ea6e6b7a6b22b13,1,1,0,0,0,0,0,1,0,0,0,0,0,"['Electronic', 'Rap', 'Pop_Rock', 'Electronic']"
8993,8993,5b56d87836e8c45f57bffd811c74de5a,1,1,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Electronic', 'RnB']"
8270,8270,739dfc8727970acc43051565f57a4404,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15849,15849,9ef6a9f3e4ac0c1ef4e3d1f4bdbb5ff7,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
6841,6841,ed22b1d1013b663d56a2d4c324cec029,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
7342,7342,7ba97d911d85cdc0208e5b84e6d3ca68,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
17947,17947,0755325bcd747f0885b52716f6d91292,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
16838,16838,247104052986dd6ee3a36c97a1549d8c,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
20298,20298,88884e5f9d33a744070e54fd193bbe51,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
17556,17556,dd5fb351bc06c67b0a1c295e423d0c04,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
7277,7277,b89b79aa5f46c6e803b59f23cdb44626,1,0,0,0,1,0,0,0,1,0,0,0,0,"['Jazz', 'Vocal', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
2886,2886,d86cb08f58928be36bbde15d61b85aff,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Country', 'International', 'Country']"
6751,6751,b714b5fb9119c690d39f787ed695903a,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
6550,6550,5117c65cae61fc3dce3b3bb8020172fe,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
792,792,fc27d90836856c738c1bdb2556e422f3,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5143,5143,1f4a036b425707766d64bfb9dcccb241,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Pop_Rock', 'Pop_Rock']"
6333,6333,c398d033527fca09883fc8a30f9ece61,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Country', 'Country']"
4580,4580,b6dd60588fac6a73a1ce4a5aea60e7b1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
6285,6285,3ce40810db9c8b2706c0c865c25c6250,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
2786,2786,eb93617e7eb229646ea5e1509713ffe2,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
930,930,6fb83deeca9bef2b4609c2debd4d9e3e,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
11793,11793,2b2689974b987cb61bb66f77f89d7556,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5326,5326,2042702ce3605367eb5c4c02fffa9397,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
10231,10231,dadd48557497a8978efd0f86ac03f221,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15413,15413,b23eb7f99a9d4575c29ff7aaa5fbcb16,1,1,0,0,0,0,0,0,0,0,0,1,0,"['Pop_Rock', 'Electronic', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Electronic', 'Reggae', 'Electronic', 'Electronic', 'Pop_Rock', 'Pop_Rock', 'Electronic', 'Pop_Rock', 'Electronic', 'Electronic', 'Electronic', 'Electronic']"
7735,7735,f59adee21123284d4ce209f911ab3079,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
21686,21686,53985dd97f3e06081e381b72500e81ff,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5021,5021,60fc61c202ca9b0c3217246be7be8368,1,0,0,0,0,1,1,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'International', 'Pop_Rock', 'Pop_Rock', 'Latin', 'Latin']"
3595,3595,f49ee4dd738507301846ed966d9b1c2d,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Country', 'Country', 'Country']"
15275,15275,d80dee264df1f114939dc21ca45b2bbf,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
17694,17694,11e019bebd5d1157597629f38f2e1bb1,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
4722,4722,9c99b955a7b20cc8eb1c83004a9e53d3,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
16281,16281,31d87b5d5f9f6e8be3ab3f2e895b5d00,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Pop_Rock']"
14027,14027,84fe2a35d0393dbf3d7567813941bb43,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
9761,9761,866906976a5467f7398db09ac9360431,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
11324,11324,11f8cbc0c6cf648c26714457da2bf62b,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
21787,21787,4cdd6273939709c0127a47c50e747248,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
1234,1234,34c68cbb0e68eb9d6de69299060b5f7a,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
2074,2074,2fb4e872e5e0941dab2972d4c9697dd2,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
20910,20910,64edbc3c676cd058eed908457bf9e2fb,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
13373,13373,1c23bd47543af97723788853bd1c2839,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Electronic']"
2687,2687,341459fca6a7f89897d64af9db48e88e,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
20232,20232,8855e07c9e9c4a5b76fa8c98dbfa41f5,0,0,0,0,0,0,0,0,0,1,0,0,0,['New Age']
6768,6768,d13343b8da11e5b99e55329818be9d9d,1,1,0,0,1,0,0,0,0,0,0,0,0,"['Jazz', 'Pop_Rock', 'Electronic']"
10555,10555,544419a36b3a8806309c2c1c19faadae,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
16283,16283,8863fadaf5258c22b21a52309849b53e,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10597,10597,db050a3e044185af13a835a7813c70cc,1,0,0,1,0,0,0,0,0,0,0,0,0,"['RnB', 'Pop_Rock']"
5595,5595,34740256160d60a671acdfa01fb7af9d,1,0,0,0,1,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Jazz', 'Pop_Rock']"
21817,21817,c6c3523076fa0d0357bc9a861d0898b8,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
1650,1650,87335a2db33b52ce161a5b6cf9e63679,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
6789,6789,919be0e982c5fc1827f2c541a618b7fa,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
22005,22005,107e4bc3d4ba312c14fcd0b82d7eb663,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
8207,8207,85b150057b1c9db8a6d570c50fcc3e70,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
13273,13273,89f6c8df670ed7e9cffbffa507af1976,0,0,0,0,0,0,0,0,0,0,1,0,0,['Folk']
10108,10108,f6003844809926d860edaf18daafce45,0,0,0,0,0,0,0,0,0,0,0,0,1,['Blues']
17817,17817,eb00dae02e249fe1053de8fca68b0cbb,0,0,0,0,0,0,0,0,0,1,0,0,0,['New Age']
19385,19385,6ea603cca6c2b126f43fece867af93fc,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
9931,9931,fc0b678a0333582a745f35802220c340,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
14973,14973,3faeda7cea35818bb3bce996244d1a4b,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
9925,9925,c471b29d63ecfe76f7abb8d95ef6778b,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
16627,16627,137ab4cbf11bc21d50a279bfb3f3c432,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
14023,14023,25015986ec8b337bc9deb850d565a9f6,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5470,5470,518d5f8c1e14617177c90395071aeb8e,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
16153,16153,6259a70fefae56259c7e73be42baa7f5,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5313,5313,c37e2cffa3a27fdfeb8c092f13edafd3,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
9619,9619,007fa628546b80ef76953947174f3a53,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
22000,22000,62dd05c94495a9e8a86325c701f42a0f,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
21400,21400,242c669fbec87f5b3e7f727740a8a6d9,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
16322,16322,0c35c4ceff594a57f27ea9e808c71736,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Electronic']"
2703,2703,fde5f28be87507e500e6531bca35b7c6,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6669,6669,eb5a9bcdbf378c4908a6ed1ec15c7f87,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
16754,16754,93c369c3deeff3a61194f837c1efdb84,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
21221,21221,962ffd895dc65ec47918ae478a698cb6,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
12163,12163,9422fc2806a6490a281fcd63adb3a469,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
8833,8833,8993b538d33f4d2da4838d9efc15b73d,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
13604,13604,50e151b65bddc3331c9a48c5ab5123d5,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
16581,16581,a77f2f00db2aba7bfe7ca69c71afa206,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
4766,4766,16c78ec21b1c4b4e9912310eb124b3fe,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
3867,3867,21845699b5c03cd189191eea76b97fb7,1,0,0,0,0,0,0,0,1,0,0,0,0,"['Vocal', 'Pop_Rock']"
3642,3642,0aac78be752c9a31777f0cf11e0a0c2e,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Country']"
401,401,0a478268988f99c98b8402944f8363ae,0,0,0,0,0,1,0,0,0,0,0,0,0,['Latin']
13248,13248,89da42b46065bba05658ad715fd18c9f,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Jazz', 'Jazz']"
10277,10277,8745ed50d00b44e6ce8ac5e32a88bdfb,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
966,966,2c486b3cafd14e45d1fd52d1e899f0b6,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
9265,9265,c18f8689a428efe61ca96a9b19ab6f51,1,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'RnB']"
1216,1216,6b463bcdf5c8f1647967ed6efa2e3e72,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15900,15900,5db219e65c684d3b4f5ebc02bf4580a8,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
21837,21837,bc2cf610f661d1c1f4c9ff5006a701d2,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
14003,14003,a871bbd44c52cac0ddf27d569796912c,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
8957,8957,adf6231c146d6d61527a71edf794ba3d,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
21611,21611,c92440456d9c152a039c5e3090a333a2,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
3670,3670,27e623a97874ecfac7805d4aa25f3f91,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
14318,14318,aa2a85091ebc01bc2ca97c119d6a29cb,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
3015,3015,7c14fa722b45b4d8e2a6c7860e9e29bb,0,0,0,0,0,1,0,0,0,0,0,0,0,['Latin']
8975,8975,6d6ad0abfb52acbc0254e17b6af3f684,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15445,15445,c7baadb1f504cd304b38222a2500b283,1,0,0,0,1,0,0,0,0,0,0,0,0,"['Jazz', 'Pop_Rock', 'Pop_Rock']"
16652,16652,9704234d3efe44832dce9d51c68a5698,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
17522,17522,7fea73b030ab74ba0507b86f09185199,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
18544,18544,5b62a5de75da0f5e3ad55be59319593c,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
