,Unnamed: 0,file_id,Pop_Rock,Electronic,Country,RnB,Jazz,Latin,International,Rap,Vocal,New Age,Folk,Reggae,Blues,topmagd
4083,4083,349bebadef87359614d77cb7e33b0e0a,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
115,115,0896072fa91488d87f253c7d4c83c672,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
19243,19243,fd5ddd145c67f813a79dac17e729bef8,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
15621,15621,1bebd5bc36061a60fe39f78c4a7f34d7,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
14213,14213,84ad0871ac9c525be379442da96ed3f5,1,1,0,1,0,0,0,1,0,0,0,0,0,"['RnB', 'Rap', 'Electronic', 'Pop_Rock', 'Pop_Rock', 'Electronic', 'Rap']"
12980,12980,bb902f676a5cb0ca6f61b2d48897fcd1,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
11079,11079,13bed4a697642c843082c0f2079f6882,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6269,6269,98a887020ea6f9f2a7d64aeaec08ccc8,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
14514,14514,b540628a7d141f73311329c2d5b1f45f,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
2645,2645,e906e71a6cc2891d2fb944f9773af684,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
7283,7283,2ab7680cb11c3a4b3fecfcbd5ecfbd1e,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15993,15993,cc57f2da27012c4ee777fe667db60647,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
4367,4367,5fb9a6ac147a1174bf48737374414266,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
8190,8190,61015bb054af83203368a11a966c7640,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
2890,2890,396bb318e36e6536d086095387e0a90f,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Electronic']"
17053,17053,f1a6024647eed39009ef5a92814b0735,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
17324,17324,128551e12d6dec38ad7ce00665c77fe5,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
16411,16411,c88cdb7c0a26d993aa161f0620290bd0,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
3511,3511,9ebf36eb36bbbdab507f17028c68c956,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10790,10790,768961d2f4d68300263f23e281e1a6af,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6555,6555,23e2b1902cf86299a5342c56aee5e4ea,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
16100,16100,7d9a7a335579bfbaab5c59a00c53f9a1,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
20957,20957,21eddf8c228111d409883e0ff1c6651b,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Jazz', 'Jazz', 'Jazz']"
11836,11836,6e56e7dc9d9025ad6a5a944e14aded36,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
2341,2341,1cbccf9e035e4eb1007747f4ba9ff583,0,0,0,0,0,0,0,1,0,0,0,0,0,['Rap']
18120,18120,20585dfa47fe1b9541f997a809106313,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
11541,11541,0dcfaaa782d122de228a9752091c6289,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
13672,13672,ffa45d4cc110a951704cd3d137be4c45,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
767,767,dc7b221dc66c36b54b0da3b5fe3a51dd,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Pop_Rock']"
7641,7641,d06b28475991cb81bfb03452d9688c32,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15237,15237,09897b7217378b64a7ab779fff4aa59e,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15781,15781,34b5c37b8a67b86ae77d892ffcb60a7c,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
20144,20144,e7797c10b125c81ba44d4a7e3a70670f,1,0,0,0,0,1,0,0,0,0,0,0,0,"['Pop_Rock', 'Latin']"
18375,18375,2c5d461823e24c829498baac3582ee52,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
12732,12732,7e3e7e43f4193a9f4fb764edc3a9935e,0,0,0,0,0,0,0,1,0,0,0,0,0,['Rap']
7991,7991,2a34e8e94b4d9989bf5d0862471cb894,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
1687,1687,d7523d9897cc1d24639f0666bdf2b958,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10665,10665,be3a478a812388f3e4a1df446e6c4c38,1,0,0,0,0,1,0,0,0,0,0,0,0,"['Latin', 'Latin', 'Pop_Rock', 'Pop_Rock']"
2975,2975,18da876ff132be274a14798e6655287d,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
22307,22307,eb527f16e44ec47dc100690d73c93537,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
1652,1652,02c9c7415fde0592a87e67d02898b938,1,1,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Electronic', 'Electronic']"
3455,3455,32ee83ad68d23b70dc04360d17485701,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
20211,20211,8d3562af312e58eee46b8af7988e42b2,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
1887,1887,6946550353d8ff41b1064a690bd66fdb,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
17377,17377,aa193f9d5e99891bb8536ced15d95a36,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
9950,9950,168e38a203ba9cdd9c20b60456e40b3f,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
20313,20313,925d1dffd36eb13abfa3b4807717e3ae,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
1468,1468,92c31010bd9dbdc2fd7d7df24de854a2,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
3627,3627,73398d4a37789c2b991443754d3a5e5d,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5629,5629,c5a99fb63200a9ff875214341b788740,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
13005,13005,8c5df0270b9737de4429df1b218bd846,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
14921,14921,1f21a702ff3f34159cb2a8b22de9659a,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
12544,12544,e5d3ebb242cde258ca866b78027a1a10,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
18554,18554,6c5628e7f4fca5c2f0a805191caadba5,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
12077,12077,dc0f2df9cb6a06660304d8482a63d4c1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
17323,17323,3c77e4e05cbe6a0b6f5ebf48163b03f4,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
12371,12371,e77a2c6c338a4f190b43f001fcb15d4d,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
11178,11178,1b584982d6cf7634bee89322920db2a9,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
14621,14621,5a3f42d3f8d5977c43d1b7f3732cc4f9,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
4502,4502,8826fd15c0c39a1f5c534e7803ff3ec0,0,0,0,1,0,0,0,1,0,0,0,0,0,"['Rap', 'RnB']"
14417,14417,8cbde108275dcc58a1b0093da418d925,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Country', 'Pop_Rock']"
21170,21170,bd16101937759cf463450d90c9c3b6db,0,0,0,0,0,0,0,0,0,1,0,0,0,['New Age']
16485,16485,0f7041d94ea9328bc6fc9c385fc49d29,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
3633,3633,21983809109e645fc94c76a363bc002d,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
21505,21505,d309bd86f454f0f191da51cc532b256a,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
496,496,c2c9503b64d00e701ded51744fbd3b67,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
17993,17993,7e32c5ff36b95c3f4d27d4bf81497a0c,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
9270,9270,6254cb03d3874c8d3a633234dfe43688,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
12045,12045,30269d2524c8155bb195672f1439ce3a,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
982,982,a1098e68afb207fc2db8dacf0e1a889a,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Electronic', 'Electronic']"
5852,5852,6d521d4d76b695270cf61baec1f7a897,0,0,0,0,1,0,0,0,0,1,0,0,0,"['Jazz', 'New Age']"
14719,14719,2d16f9676e21afb204a5a9b2093ee37b,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
20223,20223,712804f98c6bbe2636205180d12f1564,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
1262,1262,be6a4663f88e66e348fba07ab9200ae1,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10250,10250,731b66ab5709e7d4b9b117ae9a49b63c,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Pop_Rock', 'Folk']"
13738,13738,af9ef3ed071ac46a9db52cbcc86aa0e2,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
5964,5964,ade98ee476e83ea6779d2ba1e2b7db96,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
13688,13688,f6ed592a00483bcd5b1e8382f9d69b29,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
19034,19034,f9cac875dbbdb678ab48c6286a62bd06,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
16048,16048,04e82d926a71ee38ba2b2a08d0cda185,1,0,0,1,0,0,0,0,0,0,0,0,0,"['RnB', 'Pop_Rock']"
11203,11203,2ba8002011c3e0666a25ede54f96f9cd,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
11757,11757,7506a29851e03a0b5c37b3a26c1556bf,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
2813,2813,a1d77984c773fd9f66244d06c8e2d2fe,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10710,10710,246df63093c577086992d4a0c2f1750e,0,0,0,0,0,0,0,0,1,0,0,0,0,['Vocal']
7778,7778,1988b1d7fccdb8a7594b674f01420668,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
1043,1043,bc196294f820369b36baf56a5e9597fa,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
22292,22292,8750e8b485ba28fa017ca16770bdb614,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
17429,17429,853e73911adae7af4a90883772f261ad,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6391,6391,2e5b83589d6e699d4986622e18bc95b3,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6176,6176,540ad800fb1d64712b38abce323dfc75,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Country', 'Country', 'Pop_Rock']"
19717,19717,1c228c90668c660315444a5365f0186f,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Country', 'Pop_Rock']"
1819,1819,eff100444bd9fb29ce77342cc8177d32,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
17330,17330,ae87558818558d668ddd036063d16e09,0,0,0,0,1,0,0,0,0,0,0,0,0,['Jazz']
16576,16576,16ba248d37d80fb3193008417ee155d8,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
18019,18019,6385ed4541bd5bab3d918e36588111f8,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
8819,8819,923bb95de49d02f8dc1c8127e7d7fb12,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15786,15786,d8f369f6d567c6f885d653367ef5eb5f,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock']"
17663,17663,c266f0303cedb5f3bf10ab3d4d403400,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
2096,2096,ff66ddfef7865f20dacfd4401575770e,1,0,0,0,1,0,0,0,0,0,0,0,0,"['Jazz', 'Pop_Rock', 'Pop_Rock']"
13342,13342,8713a510dbf9cb578a8555d545ae08c1,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
7301,7301,9d6d93d4cdf2fa770e867617960b9cd1,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
20873,20873,e1c0f11ccfbc7cca435dac695d04004d,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
16532,16532,5648888e4b3dd5174052a00a4c6e018f,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
10918,10918,d07e0c6ffa8f4643fd40c2eee1e976ed,0,0,0,0,0,0,0,0,0,0,1,0,0,['Folk']
19823,19823,504fb499e26e117140c898de0d84b6ec,1,0,1,0,0,0,0,1,0,0,0,1,0,"['Pop_Rock', 'Reggae', 'Pop_Rock', 'Country', 'Pop_Rock', 'Rap']"
22019,22019,8630232b1d99b80b71612c14cc3a0ff1,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
5608,5608,70a3adb31e75f62027c5cae0a5b1e233,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Country', 'Country', 'Country']"
5147,5147,67fd52b7103ed38db539b1e80d443825,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
13542,13542,285511228a13b3724eb89cbabfc2bd21,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
22506,22506,e92817802a8ef297099ac4f0d36c4b07,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
2591,2591,150d0935a2752599bf8322b6ddfa120c,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
1818,1818,c76c510bb899014fa2326ec275155b51,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
12579,12579,678de565ff90bf5064b67f5ed3017de3,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
1766,1766,11eeb974c0ba40eb5c51fc2e9ec4a9f1,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
3409,3409,be0afad52d0075c499c6a7ccc8b242f5,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
12718,12718,1e5b5a43438a03afa07ef6b6b277d31d,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
4201,4201,ec607918cba1e559e3c0cc9cb6998088,1,0,0,0,0,0,1,0,0,0,0,0,0,"['International', 'International', 'Pop_Rock', 'Pop_Rock']"
14972,14972,7013456d4c64fa936dd74dd55e436181,0,1,0,0,0,0,0,0,0,0,0,0,0,['Electronic']
14516,14516,8a042fb39362ac4923fdebc5d9412cae,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
19995,19995,ec240d55edfbb06b08744ca26219b75b,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
11868,11868,5f3d1dac9856593cc2ada590df7011d8,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
16272,16272,cee7ae1a8a2def80b01090f9e1bc5648,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
6151,6151,d01549636553342f186a4bac52af3a44,0,0,0,0,0,0,1,0,0,0,0,0,0,['International']
18211,18211,c4fd8b8cad5ea8370d7e0e950efe1e70,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
12331,12331,85ba70276656c6b5dc33e5aeb954c64a,0,0,1,0,0,0,0,0,0,0,0,0,0,['Country']
8490,8490,1aec30e35dbf3aa5b25f2c74e36954f7,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
15848,15848,4b6c2c5b7da933d936eda280a6c43927,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
2560,2560,dead681d156dae9499d71b5d9694d769,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
17891,17891,aebc9481e8673cb5f712d0cab73f9bc4,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
1355,1355,7d36cb4fb85945912f1919237ba36f2b,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Pop_Rock', 'Pop_Rock', 'Pop_Rock']"
18945,18945,dadeaad2084252187dd5a2aa127e1d32,0,0,0,1,0,0,0,0,0,0,0,0,0,['RnB']
4663,4663,dfc193b8d9e0e47399ccb3667dc05a28,1,0,0,0,0,0,0,0,0,0,0,0,0,['Pop_Rock']
9275,9275,ca6cad84d60c6f38679b8e8c91da07ae,0,0,0,0,0,0,0,0,0,1,0,0,0,['New Age']
