,Unnamed: 0,file_id,Big_Band,Blues_Contemporary,Country_Traditional,Dance,Electronica,Experimental,Folk_International,Gospel,Grunge_Emo,Hip_Hop_Rap,Jazz_Classic,Metal_Alternative,Metal_Death,Metal_Heavy,Pop_Contemporary,Pop_Indie,Pop_Latin,Punk,Reggae,RnB_Soul,Rock_Alternative,Rock_College,Rock_Contemporary,Rock_Hard,Rock_Neo_Psychedelia,masd
1862,1862,823432fc6567cc702174b84b990412e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
16498,16498,f3c49f65ec646da3dce930b09059ae61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary', 'Pop_Contemporary']"
5234,5234,150a6b37b110566db80ce2bac0ab00d3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
9091,9091,23eee9da65e3a87effe231373ba13edd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Metal_Heavy']"
6520,6520,5a71c806eab8b2b4180bed4e0c71d555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Country_Traditional']"
12489,12489,74484ee055eedaeb9996224a41a7fb55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Hip_Hop_Rap']"
953,953,4a25043c0f79b4934cc17a4552bdf9dd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Pop_Indie']
14229,14229,320f2474063dd3923152e39f082f0cd0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
3371,3371,d22816ba3c9dee602fd0e7d9581873d9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Pop_Indie', 'Gospel', 'Rock_Contemporary']"
15166,15166,539118f578a8d694cb0e515ff7dcd3b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Rock_Hard', 'Rock_Hard']"
16037,16037,9603b91a9d88d80ee277cb365ef487fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
15214,15214,e6e6e6df4fb0eac635d267d87103cd66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Pop_Contemporary', 'Pop_Contemporary']"
1471,1471,642c5ea55e02f1a7dd71bbdf46335617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
13161,13161,6843aa4f675fc5144dc4d70c34203504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
3882,3882,1bb07989f06ae0323cc38597e4baed89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
12421,12421,e521c531608091b221ed508983a66463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10433,10433,f0ea19eaf2c8b4c1e5b503dd371472c9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
1364,1364,66b0a67b65ffe2e9904b8a53889e1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
8010,8010,eea4c2cb0a275dbed359ce24356f9247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Experimental', 'Experimental']"
4269,4269,5bf39bf1f4ac51a411897366c8972b68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Pop_Contemporary']"
6550,6550,1e52ee40639b47eaf30a4007f29b7d36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"['Rock_Alternative', 'Dance', 'Pop_Contemporary', 'Rock_College']"
5996,5996,d817a9fd76400fe9fe2618f053dcd896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
15303,15303,b6ff0767c4a7bcfa435eb6c79bd194bd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
9035,9035,9a80095548025b09d45485086c2ff7dd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
5712,5712,cb82f8fac078120882c7102d5b71b545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
8972,8972,7dd86cb7aeb4d19e1be503335ff712a0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Rock_College', 'Experimental', 'Electronica']"
3708,3708,9c9bcfc6c2355b01ad2c4a302c158b14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
7369,7369,60069f4a28ed4ae98538d67f9ea00433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
1670,1670,cc84b2124f8ff138c72045918d9d3eec,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
9100,9100,d5da5b62544a5d2f200eb98ecb865f35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Pop_Contemporary', 'Rock_Contemporary', 'Metal_Alternative']"
7148,7148,0a478268988f99c98b8402944f8363ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
13898,13898,607c3a61b9c4e45b4f4805f9b40d0e2c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
5731,5731,671aea7811a927911190067b6633aff6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Metal_Death', 'Metal_Death']"
5717,5717,8494799c9f3cd70b1a80aef6c08d97ae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
16703,16703,f97de7b0cadb01f51f750ada2f91a170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Pop_Latin', 'Country_Traditional']"
8615,8615,615d4170c1707e71ff1af805fe750460,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Country_Traditional', 'Rock_Alternative', 'Country_Traditional']"
9602,9602,52c0a2d0377304e3d66f491ca813c56c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
1741,1741,419575d4948bb2ccb3822ac0028d0a3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Punk']
17070,17070,3492b588fced3b365e6582fec8629ad0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
6929,6929,d8e069c173381afad75ea6971d6543d8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary', 'Rock_Contemporary']"
17156,17156,25821b08952a86c93420b9479e88cadb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
15667,15667,2b679ea35880bd5f2b102f394a52d78f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
8887,8887,c77a3be8a3d887a30d9f73f8a20c526a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
4956,4956,68cf1c698ddf0e3af5172256e5d37886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Pop_Contemporary', 'Folk_International']"
15880,15880,ef04bd5d299e82257c43440378b5632c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
5756,5756,9ff122605a2c7d1faa142f734fb66d91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['Reggae']
15325,15325,b9b3b4b3208573eab407baa3b183b794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
8656,8656,24986ab487768d1358e2502fdf3e56ee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary']"
140,140,8fbccfc6d041859e04d4478d994f6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
15361,15361,606395a1ff987b96b2b1008dfdb3bcba,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
845,845,cb7ba6b651f6a785aea60c7448dfb45a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
7152,7152,a0c052f1328919a19f17d9ede74d6aec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Pop_Contemporary']"
543,543,ad003efc4e6606cf45483514b400ea27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
13811,13811,d059db75c0f35f0863f757b459e74c6f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
8842,8842,ee205a2ba54513a261e90265db6c32ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
10415,10415,d5d0cd14f6cc5efbb9a4763f5a291f2d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
16901,16901,d77b938de10285f11c710148e85d921c,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Hip_Hop_Rap', 'Hip_Hop_Rap']"
1570,1570,488dad65eafd96b0d986530b45746a8c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
7611,7611,e7780cebe6ef5b010e0209b65d002def,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
2460,2460,f3cc66525528eae3f6f051dc96bbd969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Pop_Indie']"
1588,1588,b8a8c13dc41d320f6dd9bc3b53bd1a0b,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['RnB_Soul', 'Jazz_Classic']"
2140,2140,63de8e99e2be453b84524cfea68e64aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
3973,3973,bd44d9023128898cbb51dd4e1e37db01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Grunge_Emo']
12506,12506,d851d644ae32d5cb2d9a95d12b7ba432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['Pop_Indie', 'Country_Traditional', 'Pop_Contemporary']"
2957,2957,45d4dd0e9c5c57ccfbf423d12129c1a0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Pop_Indie']"
12229,12229,18b06922e427d83171c0509da6db62fe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Metal_Alternative', 'Pop_Contemporary']"
17775,17775,7ac84572e1cf5d769e43bd7a8902dd1d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
9415,9415,9f80a158e4e559c3176256fd5bcb0271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
15996,15996,d09d1ec7f65159a26f5b00485380fcb7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
13728,13728,5dd2805cd0309cc894c65338b67e1301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
709,709,1447d23fe603e70a6accd9a10f1daee3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
9128,9128,16260a73575b8340413db189c3c4ffbc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['Rock_College']
9395,9395,8e380aeb673ab80b568d99ccca6c1f55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
6294,6294,94f6fd8db52453bbf562898c3e367f9e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Country_Traditional', 'Country_Traditional']"
2665,2665,00056caa278e4192461ca42ddb952532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
1840,1840,a19577e40c4e5ddf78b34ed2b93255ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11556,11556,8bbce5ddf78653de9944335042d485b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Pop_Latin']
17010,17010,0264ba934cf74946c50f51ef704a03a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
306,306,42de55e622deaac20b019ee64bdbe311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
4684,4684,90a3dd993173ba334486413b12b7cf68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
8097,8097,301dcbd68ac094a0914efeb3eea69763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
14689,14689,1a52d0e4ff63a13fd99111d0ce8aaee5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Pop_Indie', 'Country_Traditional']"
14754,14754,3cb2f37a8f74f93a60d31c1b818ba43f,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Rock_College', 'Rock_College', 'Folk_International', 'Metal_Alternative']"
2320,2320,04616ec1e0b255ae920d39408130cf95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
2464,2464,e8d2b929ff5f734ea2bac3a0016694d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
14474,14474,b1c5a79a3abe59d032a23db9825b644b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11273,11273,e8e69a838858df0a176549d3344d2b1f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
9856,9856,d96707a60c2adef90f09cd798819df19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Rock_Alternative']
7597,7597,139104eb7aa96b3780f68a39668bdf18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['Big_Band', 'RnB_Soul', 'Country_Traditional']"
14009,14009,c199acb62a4192355db01a87da68443a,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Dance', 'Dance']"
3300,3300,6c010c9e2967a541d4a9498d3f3b6913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Big_Band']
9640,9640,8c90cc3cd592d9518b7e614a9e1ffe15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
873,873,fef10260daae65ac26ab93df8fca07f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Rock_Neo_Psychedelia']
16156,16156,51b60d6adff6b1657be6243ea352a18d,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
17311,17311,1b966417a9aa703873c5fa1cfe18da32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
222,222,f0824638924fa8c9e07fa647c205d977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
6113,6113,92dae62f47e6a066d56d4cbc4704026b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
2628,2628,6b8432f69b2ccf03f27c10a6c0862d97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
3536,3536,552ca4c38cd6b1bbd0c0fa85b200b53e,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Experimental']
12860,12860,0b9d48638d37edc8b4e6ee06dbf36b4d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Pop_Indie', 'Rock_Contemporary', 'Rock_Contemporary', 'Rock_Contemporary']"
4222,4222,df3d119ecc09389108d83900e548a30a,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Rock_College', 'Metal_Alternative']"
15938,15938,5f5a20a6004bf347806b47fe0b86563a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Rock_Contemporary']"
6871,6871,2c152b0218858b90622793b7efef2dbe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
4896,4896,310c916605745d5e79469935feaeca52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Folk_International']
17051,17051,831b363654b80bd617f0f2237fe665ca,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Electronica']
7979,7979,3f70ba48c90d043895c7a4963b58158b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"['Rock_College', 'Metal_Alternative', 'Rock_Alternative']"
2034,2034,3e199cb80857ac374efeff922bc6e46c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13826,13826,60603a54342a2059ef2b8cc86d979a98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['Rock_Contemporary', 'Pop_Indie']"
4995,4995,2c6cf588ba2b3921b1eba4725b408aa4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Country_Traditional']
4784,4784,40511f7fed7050f97423d08d1c5540e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
17608,17608,901d6aae7dbb96bcb24cd24abbba5264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['Pop_Latin', 'Dance']"
14001,14001,25b3eb0982fe140dcdd40e668438d6ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
13752,13752,531dbb41647203ae242bc07439ca9aa9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['Rock_Hard']
4198,4198,97cc26f466436567c14e67db687170de,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Dance']
14767,14767,ef616c16628053a9f71ac424a7f14f1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
17468,17468,b6f14c74a542d74ccf83fe7a507e12b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
15956,15956,898fb049723f7a1eb3bb20ff54129891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
11117,11117,cac23620967feace539694f5f1b2bf5a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
126,126,034c6fc841d57c38f6a7c26ab7946395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Rock_Contemporary']
3567,3567,c8e3bf86d273e1b80e8d9b698acb7a87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
887,887,582e0f99e87ef70cb4e61f251600bf68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Metal_Alternative']
13918,13918,a7c323d244d7cfdc530fa36db0cdc970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Hip_Hop_Rap']
12814,12814,1e55bcf85db8ecb7c5d211157c086bef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Pop_Contemporary', 'Rock_Contemporary']"
8027,8027,a43db6c88bc2a3485bc83cb1b4f22416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Jazz_Classic']
3968,3968,70552e5c3a880b227474dabc4d5b8ca7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
775,775,7b85c643249875164c86ed1296cdfe83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Pop_Contemporary']
